Financial Year,Financial Quarter,Force Name,Offence Description,Offence Group,Offence Subgroup,Offence Code,Offence Count
2020/21,1,Wiltshire,Cruelty to children/young persons,Violence against the person,Violence without injury,11A,1
2020/21,1,Wiltshire,Cruelty to children/young persons,Violence against the person,Violence without injury,11A,1
2020/21,1,Wiltshire,Dangerous driving,Miscellaneous crimes,Miscellaneous crimes,802,4
2020/21,1,Wiltshire,Dangerous driving,Miscellaneous crimes,Miscellaneous crimes,802,2
2020/21,1,Wiltshire,Dangerous driving,Miscellaneous crimes,Miscellaneous crimes,802,3
2020/21,1,Wiltshire,"Disclosure, obstruction, false or misleading statements etc",Miscellaneous crimes,Miscellaneous crimes,95,0
2020/21,1,Wiltshire,"Disclosure, obstruction, false or misleading statements etc",Miscellaneous crimes,Miscellaneous crimes,95,0
2020/21,1,Wiltshire,"Disclosure, obstruction, false or misleading statements etc",Miscellaneous crimes,Miscellaneous crimes,95,0
2020/21,1,Wiltshire,Dishonest use of electricity,Theft offences,Other theft offences,43,0
2020/21,1,Wiltshire,Dishonest use of electricity,Theft offences,Other theft offences,43,1
2020/21,1,Wiltshire,Dishonest use of electricity,Theft offences,Other theft offences,43,1
2020/21,1,Wiltshire,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Wiltshire,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Wiltshire,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Wiltshire,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,0
2020/21,1,Wiltshire,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,1
2020/21,1,Wiltshire,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,1
2020/21,1,Wiltshire,Endangering life,Violence against the person,Violence with injury,5E,0
2020/21,1,Wiltshire,Endangering life,Violence against the person,Violence with injury,5E,1
2020/21,1,Wiltshire,Endangering life,Violence against the person,Violence with injury,5E,0
2020/21,1,Wiltshire,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Wiltshire,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Wiltshire,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Wiltshire,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,4
2020/21,1,Wiltshire,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,11
2020/21,1,Wiltshire,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,13
2020/21,1,Wiltshire,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,16
2020/21,1,Wiltshire,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,0
2020/21,1,Wiltshire,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,0
2020/21,1,Wiltshire,"Fraud, forgery etc associated with vehicle or driver records",Miscellaneous crimes,Miscellaneous crimes,814,1
2020/21,1,Wiltshire,"Fraud, forgery etc associated with vehicle or driver records",Miscellaneous crimes,Miscellaneous crimes,814,1
2020/21,1,Wiltshire,"Fraud, forgery etc associated with vehicle or driver records",Miscellaneous crimes,Miscellaneous crimes,814,1
2020/21,1,Wiltshire,"Going equipped for stealing, etc",Miscellaneous crimes,Miscellaneous crimes,33,3
2020/21,1,Wiltshire,"Going equipped for stealing, etc",Miscellaneous crimes,Miscellaneous crimes,33,1
2020/21,1,Wiltshire,"Going equipped for stealing, etc",Miscellaneous crimes,Miscellaneous crimes,33,1
2020/21,1,Wiltshire,Handling stolen goods,Miscellaneous crimes,Miscellaneous crimes,54,4
2020/21,1,Wiltshire,Handling stolen goods,Miscellaneous crimes,Miscellaneous crimes,54,2
2020/21,1,Wiltshire,Handling stolen goods,Miscellaneous crimes,Miscellaneous crimes,54,3
2020/21,1,Wiltshire,Harassment,Violence against the person,Stalking and harassment,8L,107
2020/21,1,Wiltshire,Harassment,Violence against the person,Stalking and harassment,8L,104
2020/21,1,Wiltshire,Harassment,Violence against the person,Stalking and harassment,8L,171
2020/21,1,Wiltshire,Incest or familial sexual offences,Sexual offences,Other sexual offences,23,0
2020/21,1,Wiltshire,Incest or familial sexual offences,Sexual offences,Other sexual offences,23,0
2020/21,1,Wiltshire,Incest or familial sexual offences,Sexual offences,Other sexual offences,23,3
2020/21,1,Wiltshire,Infanticide,Violence against the person,Homicide,4.2,0
2020/21,1,Wiltshire,Infanticide,Violence against the person,Homicide,4.2,0
2020/21,1,Wiltshire,Infanticide,Violence against the person,Homicide,4.2,0
2020/21,1,Wiltshire,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Wiltshire,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Wiltshire,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Wiltshire,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,7
2020/21,1,Wiltshire,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,25
2020/21,1,Wiltshire,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,43
2020/21,1,Wiltshire,Kidnapping,Violence against the person,Violence without injury,36,2
2020/21,1,Wiltshire,Kidnapping,Violence against the person,Violence without injury,36,1
2020/21,1,Wiltshire,Kidnapping,Violence against the person,Violence without injury,36,7
2020/21,1,Wiltshire,Making off without payment,Theft offences,Other theft offences,49A,17
2020/21,1,Wiltshire,Making off without payment,Theft offences,Other theft offences,49A,15
2020/21,1,Wiltshire,Making off without payment,Theft offences,Other theft offences,49A,21
2020/21,1,Wiltshire,"Making, supplying or possessing articles for use in fraud",Miscellaneous crimes,Miscellaneous crimes,33A,0
2020/21,1,Wiltshire,"Making, supplying or possessing articles for use in fraud",Miscellaneous crimes,Miscellaneous crimes,33A,0
2020/21,1,Wiltshire,"Making, supplying or possessing articles for use in fraud",Miscellaneous crimes,Miscellaneous crimes,33A,0
2020/21,1,Wiltshire,Malicious Communications,Violence against the person,Stalking and harassment,8R,82
2020/21,1,Wiltshire,Malicious Communications,Violence against the person,Stalking and harassment,8R,96
2020/21,1,Wiltshire,Malicious Communications,Violence against the person,Stalking and harassment,8R,137
2020/21,1,Wiltshire,Manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Wiltshire,Manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Wiltshire,Manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Wiltshire,Modern slavery,Violence against the person,Violence without injury,106,3
2020/21,1,Wiltshire,Modern slavery,Violence against the person,Violence without injury,106,11
2020/21,1,Wiltshire,Modern slavery,Violence against the person,Violence without injury,106,7
2020/21,1,Wiltshire,Murder,Violence against the person,Homicide,1,0
2020/21,1,Wiltshire,Murder,Violence against the person,Homicide,1,0
2020/21,1,Wiltshire,Murder,Violence against the person,Homicide,1,2
2020/21,1,Wiltshire,Obscene publications etc,Miscellaneous crimes,Miscellaneous crimes,86,20
2020/21,1,Wiltshire,Obscene publications etc,Miscellaneous crimes,Miscellaneous crimes,86,31
2020/21,1,Wiltshire,Obscene publications etc,Miscellaneous crimes,Miscellaneous crimes,86,21
2020/21,1,Wiltshire,Offender Management Act offences,Miscellaneous crimes,Miscellaneous crimes,69,9
2020/21,1,Wiltshire,Offender Management Act offences,Miscellaneous crimes,Miscellaneous crimes,69,7
2020/21,1,Wiltshire,Offender Management Act offences,Miscellaneous crimes,Miscellaneous crimes,69,4
2020/21,1,Wiltshire,Other criminal damage,Criminal damage and arson,Criminal damage,58D,92
2020/21,1,Wiltshire,Other criminal damage,Criminal damage and arson,Criminal damage,58D,129
2020/21,1,Wiltshire,Other criminal damage,Criminal damage and arson,Criminal damage,58D,164
2020/21,1,Wiltshire,Other drug offences,Drug offences,Possession of drugs,92C,1
2020/21,1,Wiltshire,Other drug offences,Drug offences,Possession of drugs,92C,2
2020/21,1,Wiltshire,Other drug offences,Drug offences,Possession of drugs,92C,3
2020/21,1,Wiltshire,Other firearms offences,Possession of weapons offences,Possession of weapons offences,81,1
2020/21,1,Wiltshire,Other firearms offences,Possession of weapons offences,Possession of weapons offences,81,0
2020/21,1,Wiltshire,Other firearms offences,Possession of weapons offences,Possession of weapons offences,81,0
2020/21,1,Wiltshire,Other forgery,Miscellaneous crimes,Miscellaneous crimes,61,0
2020/21,1,Wiltshire,Other forgery,Miscellaneous crimes,Miscellaneous crimes,61,0
2020/21,1,Wiltshire,Other forgery,Miscellaneous crimes,Miscellaneous crimes,61,0
2020/21,1,Wiltshire,Other knives offences,Possession of weapons offences,Possession of weapons offences,90,0
2020/21,1,Wiltshire,Other knives offences,Possession of weapons offences,Possession of weapons offences,90,0
2020/21,1,Wiltshire,Other knives offences,Possession of weapons offences,Possession of weapons offences,90,0
2020/21,1,Wiltshire,Other miscellaneous sexual offences,Sexual offences,Other sexual offences,88C,0
2020/21,1,Wiltshire,Other miscellaneous sexual offences,Sexual offences,Other sexual offences,88C,0
2020/21,1,Wiltshire,Other miscellaneous sexual offences,Sexual offences,Other sexual offences,88C,0
2020/21,1,Wiltshire,Other notifiable offences,Miscellaneous crimes,Miscellaneous crimes,99,11
2020/21,1,Wiltshire,Other notifiable offences,Miscellaneous crimes,Miscellaneous crimes,99,9
2020/21,1,Wiltshire,Other notifiable offences,Miscellaneous crimes,Miscellaneous crimes,99,9
2020/21,1,Wiltshire,Other offences against the State or public order,Public order offences,Public order offences,66,5
2020/21,1,Wiltshire,Other offences against the State or public order,Public order offences,Public order offences,66,4
2020/21,1,Wiltshire,Other offences against the State or public order,Public order offences,Public order offences,66,11
2020/21,1,Wiltshire,Other theft,Theft offences,Other theft offences,49,107
2020/21,1,Wiltshire,Other theft,Theft offences,Other theft offences,49,135
2020/21,1,Wiltshire,Other theft,Theft offences,Other theft offences,49,177
2020/21,1,Wiltshire,Perjury,Miscellaneous crimes,Miscellaneous crimes,67,0
2020/21,1,Wiltshire,Perjury,Miscellaneous crimes,Miscellaneous crimes,67,0
2020/21,1,Wiltshire,Perjury,Miscellaneous crimes,Miscellaneous crimes,67,0
2020/21,1,Wiltshire,Perverting the course of justice,Miscellaneous crimes,Miscellaneous crimes,79,2
2020/21,1,Wiltshire,Perverting the course of justice,Miscellaneous crimes,Miscellaneous crimes,79,6
2020/21,1,Wiltshire,Perverting the course of justice,Miscellaneous crimes,Miscellaneous crimes,79,2
2020/21,1,Wiltshire,Possession of article with blade or point,Possession of weapons offences,Possession of weapons offences,10D,18
2020/21,1,Wiltshire,Possession of article with blade or point,Possession of weapons offences,Possession of weapons offences,10D,7
2020/21,1,Wiltshire,Possession of article with blade or point,Possession of weapons offences,Possession of weapons offences,10D,8
2020/21,1,Wiltshire,Possession of controlled drugs (Cannabis),Drug offences,Possession of drugs,92E,70
2020/21,1,Wiltshire,Possession of controlled drugs (Cannabis),Drug offences,Possession of drugs,92E,87
2020/21,1,Wiltshire,Possession of controlled drugs (Cannabis),Drug offences,Possession of drugs,92E,105
2020/21,1,Wiltshire,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,30
2020/21,1,Wiltshire,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,22
2020/21,1,Wiltshire,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,22
2020/21,1,Wiltshire,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,1
2020/21,1,Wiltshire,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,0
2020/21,1,Wiltshire,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,0
2020/21,1,Wiltshire,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,3
2020/21,1,Wiltshire,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,1
2020/21,1,Wiltshire,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,1
2020/21,1,Wiltshire,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,0
2020/21,1,Wiltshire,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,1
2020/21,1,Wiltshire,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,0
2020/21,1,Wiltshire,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,10
2020/21,1,Wiltshire,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,7
2020/21,1,Wiltshire,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,11
2020/21,1,Wiltshire,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,Wiltshire,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,Wiltshire,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,Wiltshire,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,9
